accession,country,location,description,scientific_name,bio_material,culture_collection,specimen_voucher,institution_codeA,culture_id,institution_codeB,specimen_id,sample_accession,study_accession
MN509723,Chile:Melipeuco,,"Diaporthe sp. 1 MZ-2019 voucher INIA<CHL>:RGM 2649 beta-tubulin (BT) gene, partial cds.",Diaporthe sp. 1 MZ-2019,,CBS:145286,INIA<CHL>:RGM 2649,CBS,145286,INIA<CHL>,RGM 2649,,
MN509724,Chile:Freire,,"Diaporthe sp. 2 MZ-2019 voucher INIA<CHL>:RGM 2539 beta-tubulin (BT) gene, partial cds.",Diaporthe sp. 2 MZ-2019,,CBS:145289,INIA<CHL>:RGM 2539,CBS,145289,INIA<CHL>,RGM 2539,,
MN509725,Chile:Tortel,,"Diaporthe sp. 2 MZ-2019 voucher INIA<CHL>:RGM 2407 beta-tubulin (BT) gene, partial cds.",Diaporthe sp. 2 MZ-2019,,CBS:145287,INIA<CHL>:RGM 2407,CBS,145287,INIA<CHL>,RGM 2407,,
MN509726,Chile:Vilcun,,"Diaporthe sp. 2 MZ-2019 voucher INIA<CHL>:RGM 2563 beta-tubulin (BT) gene, partial cds.",Diaporthe sp. 2 MZ-2019,,CBS:145290,INIA<CHL>:RGM 2563,CBS,145290,INIA<CHL>,RGM 2563,,
MN509727,Chile:Tucapel,,"Diaporthe sp. 2 MZ-2019 voucher INIA<CHL>:RGM 2621 beta-tubulin (BT) gene, partial cds.",Diaporthe sp. 2 MZ-2019,,CBS:145288,INIA<CHL>:RGM 2621,CBS,145288,INIA<CHL>,RGM 2621,,
MN509728,Chile:Aysen,,"Diaporthe sp. 3 MZ-2019 voucher INIA<CHL>:RGM 2473 beta-tubulin (BT) gene, partial cds.",Diaporthe sp. 3 MZ-2019,,CBS:145291,INIA<CHL>:RGM 2473,CBS,145291,INIA<CHL>,RGM 2473,,
MN509729,Chile:Aysen,,"Diaporthe sp. 3 MZ-2019 voucher INIA<CHL>:RGM 2666 beta-tubulin (BT) gene, partial cds.",Diaporthe sp. 3 MZ-2019,,CBS:145755,INIA<CHL>:RGM 2666,CBS,145755,INIA<CHL>,RGM 2666,,
MN509730,Chile:Aysen,,"Diaporthe sp. 3 MZ-2019 voucher INIA<CHL>:RGM 2691 beta-tubulin (BT) gene, partial cds.",Diaporthe sp. 3 MZ-2019,,CBS:145756,INIA<CHL>:RGM 2691,CBS,145756,INIA<CHL>,RGM 2691,,
MN509731,Chile:Curacautin,,"Diaporthe sp. 1 MZ-2019 voucher INIA<CHL>:RGM 2472 translation elongation factor 1-alpha (TEF1) gene, partial cds.",Diaporthe sp. 1 MZ-2019,,CBS:145283,INIA<CHL>:RGM 2472,CBS,145283,INIA<CHL>,RGM 2472,,
MN509732,Chile:Curanilahue,,"Diaporthe sp. 1 MZ-2019 voucher INIA<CHL>:RGM 2405 translation elongation factor 1-alpha (TEF1) gene, partial cds.",Diaporthe sp. 1 MZ-2019,,CBS:145284,INIA<CHL>:RGM 2405,CBS,145284,INIA<CHL>,RGM 2405,,
MN509733,Chile:Curanilahue,,"Diaporthe sp. 1 MZ-2019 voucher INIA<CHL>:RGM 2546 translation elongation factor 1-alpha (TEF1) gene, partial cds.",Diaporthe sp. 1 MZ-2019,,CBS:145285,INIA<CHL>:RGM 2546,CBS,145285,INIA<CHL>,RGM 2546,,
MN509734,Chile:Melipeuco,,"Diaporthe sp. 1 MZ-2019 voucher INIA<CHL>:RGM 2649 translation elongation factor 1-alpha (TEF1) gene, partial cds.",Diaporthe sp. 1 MZ-2019,,CBS:145286,INIA<CHL>:RGM 2649,CBS,145286,INIA<CHL>,RGM 2649,,
MN509735,Chile:Freire,,"Diaporthe sp. 2 MZ-2019 voucher INIA<CHL>:RGM 2539 translation elongation factor 1-alpha (TEF1) gene, partial cds.",Diaporthe sp. 2 MZ-2019,,CBS:145289,INIA<CHL>:RGM 2539,CBS,145289,INIA<CHL>,RGM 2539,,
MN509736,Chile:Tortel,,"Diaporthe sp. 2 MZ-2019 voucher INIA<CHL>:RGM 2407 translation elongation factor 1-alpha (TEF1) gene, partial cds.",Diaporthe sp. 2 MZ-2019,,CBS:145287,INIA<CHL>:RGM 2407,CBS,145287,INIA<CHL>,RGM 2407,,
MN509737,Chile:Vilcun,,"Diaporthe sp. 2 MZ-2019 voucher INIA<CHL>:RGM 2563 translation elongation factor 1-alpha (TEF1) gene, partial cds.",Diaporthe sp. 2 MZ-2019,,CBS:145290,INIA<CHL>:RGM 2563,CBS,145290,INIA<CHL>,RGM 2563,,
MN509738,Chile:Tucapel,,"Diaporthe sp. 2 MZ-2019 voucher INIA<CHL>:RGM 2621 translation elongation factor 1-alpha (TEF1) gene, partial cds.",Diaporthe sp. 2 MZ-2019,,CBS:145288,INIA<CHL>:RGM 2621,CBS,145288,INIA<CHL>,RGM 2621,,
MN509739,Chile:Aysen,,"Diaporthe sp. 3 MZ-2019 voucher INIA<CHL>:RGM 2473 translation elongation factor 1-alpha (TEF1) gene, partial cds.",Diaporthe sp. 3 MZ-2019,,CBS:145291,INIA<CHL>:RGM 2473,CBS,145291,INIA<CHL>,RGM 2473,,
MN509740,Chile:Aysen,,"Diaporthe sp. 3 MZ-2019 voucher INIA<CHL>:RGM 2666 translation elongation factor 1-alpha (TEF1) gene, partial cds.",Diaporthe sp. 3 MZ-2019,,CBS:145755,INIA<CHL>:RGM 2666,CBS,145755,INIA<CHL>,RGM 2666,,
MN509741,Chile:Aysen,,"Diaporthe sp. 3 MZ-2019 voucher INIA<CHL>:RGM 2691 translation elongation factor 1-alpha (TEF1) gene, partial cds.",Diaporthe sp. 3 MZ-2019,,CBS:145756,INIA<CHL>:RGM 2691,CBS,145756,INIA<CHL>,RGM 2691,,
MN547363,India:Kangra HP,31.98 N 76.65 E,"Strelitziana sp. SKS-2019a voucher AMH:10209 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.",Strelitziana sp. SKS-2019a,,NFCCI:4772,AMH:10209,NFCCI,4772,AMH,10209,,
MN547411,India:Kangra HP,31.98 N 76.65 E,"Strelitziana sp. SKS-2019a voucher AMH:10209 large subunit ribosomal RNA gene, partial sequence.",Strelitziana sp. SKS-2019a,,NFCCI:4772,AMH:10209,NFCCI,4772,AMH,10209,,
MN597461,Thailand,,"Gliocladiopsis tenuis strain CR-F_12 large subunit ribosomal RNA gene, partial sequence.",Gliocladiopsis tenuis,,MFLUCC:19-0309,MFLU 19-0956,MFLUCC,19-0309,,MFLU 19-0956,,
MN597462,Thailand,,"Clonostachys rosea strain Bion_17 large subunit ribosomal RNA gene, partial sequence.",Clonostachys rosea,,MFLUCC:17-2632,MFLU 19-0960,MFLUCC,17-2632,,MFLU 19-0960,,
MN597463,Thailand,,"Clonostachys byssicola strain BN4 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.",Clonostachys byssicola,,MFLUCC:17-2033,MFLU 18-2729,MFLUCC,17-2033,,MFLU 18-2729,,
MN597464,Thailand,,"Gliocladiopsis tenuis strain CR-F_12 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.",Gliocladiopsis tenuis,,MFLUCC:19-0309,MFLU 19-0956,MFLUCC,19-0309,,MFLU 19-0956,,
MN597465,Thailand,,"Clonostachys rosea strain Bion_17 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.",Clonostachys rosea,,MFLUCC:17-2632,MFLU 19-0960,MFLUCC,17-2632,,MFLU 19-0960,,
MN974277,Chile:Curanilahue,,"Diaporthe sp. 1 MZ-2019 voucher INIA<CHL>:RGM 2546 calmodulin (cal) gene, partial cds.",Diaporthe sp. 1 MZ-2019,,CBS:145285,INIA<CHL>:RGM 2546,CBS,145285,INIA<CHL>,RGM 2546,,
MN974278,Chile:Freire,,"Diaporthe sp. 2 MZ-2019 voucher INIA<CHL>:RGM 2539 calmodulin (cal) gene, partial cds.",Diaporthe sp. 2 MZ-2019,,CBS:145289,INIA<CHL>:RGM 2539,CBS,145289,INIA<CHL>,RGM 2539,,
MN974279,Chile:Aysen,,"Diaporthe sp. 3 MZ-2019 voucher INIA<CHL>:RGM 2473 calmodulin (cal) gene, partial cds.",Diaporthe sp. 3 MZ-2019,,CBS:145291,INIA<CHL>:RGM 2473,CBS,145291,INIA<CHL>,RGM 2473,,
